inventario_id,producto_id,almacen,stock_actual,stock_minimo,fecha_actualizacion
7448,910,Sur,482.0,13,
7449,381,Occidente,,79,mal_fecha
7450,401,Norte,,26,
7451,999,Bajío,-10.0,27,
7452,979,Occidente,-10.0,76,
7453,259,Occidente,,39,2026-04-26
7454,424,Bajío,-10.0,49,mal_fecha
7455,1199,Occidente,,25,
7456,1195,Centro,-10.0,23,
7457,883,Sur,,5,2026-03-15
7458,828,Bajío,470.0,28,2026-04-26
7459,312,Occidente,,53,2025-12-22
7460,9,Bajío,,11,2025-12-23
7461,1049,Occidente,,25,2025-08-08
7462,394,Occidente,,73,
7463,1008,Centro,-10.0,46,2025-08-01
7464,960,Centro,160.0,56,mal_fecha
7465,287,Bajío,294.0,65,
7466,726,Norte,,48,
7467,1543,Bajío,210.0,55,2026-06-22
7468,1040,Occidente,-10.0,40,2026-06-27
7469,718,Sur,,7,2025-07-08
7470,560,Occidente,217.0,63,mal_fecha
7471,606,Centro,,58,
7472,74,Bajío,-10.0,78,2026-03-27
7473,148,Bajío,443.0,48,
7474,1485,Sur,445.0,74,
7475,843,Occidente,-10.0,67,
7476,1320,Norte,-10.0,73,mal_fecha
7477,676,Centro,-10.0,14,
7478,123,Occidente,,19,
7479,300,Occidente,68.0,7,
7480,1430,Centro,,57,
7481,753,Bajío,403.0,52,mal_fecha
7482,1170,Norte,,27,mal_fecha
7483,1194,Norte,-10.0,63,
7484,919,Occidente,-10.0,40,mal_fecha
7485,848,Occidente,4.0,58,mal_fecha
7486,78,Bajío,315.0,34,
7487,291,Centro,,21,mal_fecha
7488,83,Bajío,,41,mal_fecha
7489,877,Centro,-10.0,31,
7490,1021,Norte,468.0,51,2025-11-06
7491,1561,Occidente,74.0,61,2026-05-12
7492,689,Occidente,217.0,16,
7493,307,Sur,-10.0,18,mal_fecha
7494,486,Occidente,-10.0,40,
7495,39,Norte,,80,2025-08-03
7496,916,Bajío,-10.0,48,
7497,1579,Sur,-10.0,79,mal_fecha
7498,777,Occidente,,75,mal_fecha
7499,737,Sur,,32,mal_fecha
7500,1357,Sur,-10.0,77,mal_fecha
7501,1435,Occidente,50.0,36,2025-12-20
7502,457,Occidente,,25,mal_fecha
7503,642,Bajío,89.0,40,2025-10-20
7504,64,Bajío,,18,
7505,82,Sur,,24,
7506,1245,Occidente,,33,mal_fecha
7507,130,Centro,221.0,6,
7508,1407,Bajío,54.0,24,
7509,1317,Centro,253.0,16,
7510,1403,Bajío,127.0,44,
7511,368,Centro,195.0,73,2026-01-12
7512,345,Bajío,,79,
7513,884,Bajío,41.0,10,
7514,883,Sur,,34,2026-05-10
7515,296,Occidente,,47,
7516,467,Sur,437.0,46,2025-08-30
7517,1105,Bajío,-10.0,26,
7518,21,Occidente,,60,
7519,202,Occidente,,23,
7520,266,Bajío,,9,mal_fecha
7521,980,Bajío,,56,
7522,371,Bajío,-10.0,63,mal_fecha
7523,884,Bajío,333.0,44,mal_fecha
7524,1596,Centro,-10.0,45,
7525,1341,Sur,-10.0,26,2026-05-01
7526,1208,Bajío,174.0,28,
7527,1513,Sur,-10.0,67,2025-10-20
7528,884,Centro,-10.0,26,
7529,1179,Norte,-10.0,18,mal_fecha
7530,673,Centro,,42,mal_fecha
7531,1328,Bajío,-10.0,54,mal_fecha
7532,980,Centro,,76,
7533,820,Occidente,-10.0,40,2025-12-14
7534,1475,Occidente,-10.0,47,
7535,557,Bajío,,61,
7536,1371,Occidente,-10.0,51,
7537,37,Norte,,7,mal_fecha
7538,919,Sur,274.0,39,mal_fecha
7539,1211,Occidente,305.0,65,2025-09-26
7540,1225,Norte,,54,2026-01-17
7541,580,Occidente,,14,
7542,1082,Centro,292.0,32,
7543,88,Bajío,74.0,21,
7544,981,Sur,-10.0,64,2026-05-06
7545,1488,Centro,-10.0,9,
7546,928,Bajío,-10.0,71,2025-09-17
7547,1348,Norte,,31,
7548,726,Centro,135.0,27,mal_fecha
7549,787,Norte,449.0,68,
7550,837,Centro,,21,mal_fecha
7551,1253,Centro,-10.0,14,
7552,79,Centro,-10.0,25,mal_fecha
7553,340,Occidente,,42,2026-06-06
7554,1101,Bajío,,53,
7555,446,Bajío,99.0,21,mal_fecha
7556,911,Sur,11.0,64,mal_fecha
7557,1445,Sur,76.0,22,
7558,916,Occidente,205.0,76,mal_fecha
7559,11,Sur,463.0,21,
7560,400,Sur,,20,2026-04-08
7561,837,Norte,-10.0,16,
7562,571,Bajío,62.0,51,
7563,764,Centro,-10.0,28,2026-04-21
7564,1299,Centro,,13,
7565,1567,Bajío,222.0,6,mal_fecha
7566,211,Norte,-10.0,79,mal_fecha
7567,260,Occidente,-10.0,78,2026-05-03
7568,383,Norte,-10.0,46,mal_fecha
7569,1342,Bajío,386.0,41,
7570,1316,Bajío,,7,mal_fecha
7571,996,Norte,14.0,73,2025-11-09
7572,1060,Sur,,74,mal_fecha
7573,768,Centro,-10.0,16,mal_fecha
7574,1131,Occidente,-10.0,36,mal_fecha
7575,500,Norte,-10.0,57,2025-11-28
7576,517,Centro,,51,
7577,1081,Occidente,449.0,80,mal_fecha
7578,900,Sur,331.0,32,mal_fecha
7579,1051,Centro,138.0,40,mal_fecha
7580,1552,Occidente,,37,
7581,22,Centro,-10.0,22,
7582,1544,Occidente,,36,mal_fecha
7583,628,Sur,443.0,71,2025-08-24
7584,37,Centro,120.0,51,mal_fecha
7585,406,Bajío,-10.0,19,mal_fecha
7586,540,Occidente,-10.0,27,2025-08-29
7587,1030,Occidente,,24,mal_fecha
7588,776,Occidente,,32,2026-03-11
7589,1180,Centro,12.0,65,
7590,242,Bajío,-10.0,41,2026-03-01
7591,631,Sur,-10.0,79,
7592,157,Bajío,-10.0,37,mal_fecha
7593,130,Norte,-10.0,48,
7594,249,Sur,302.0,23,
7595,1571,Occidente,-10.0,5,mal_fecha
7596,941,Centro,,19,
7597,994,Bajío,438.0,17,
7598,276,Bajío,71.0,56,mal_fecha
7599,743,Occidente,,33,
7600,1503,Norte,,37,2026-05-29
7601,983,Centro,109.0,63,mal_fecha
7602,41,Bajío,,59,2025-09-09
7603,271,Bajío,319.0,63,mal_fecha
7604,16,Bajío,439.0,69,mal_fecha
7605,1425,Norte,,72,2025-12-04
7606,1334,Norte,-10.0,62,mal_fecha
7607,284,Sur,,17,mal_fecha
7608,1147,Occidente,-10.0,44,2025-11-18
7609,1294,Centro,213.0,39,
7610,22,Norte,-10.0,50,2025-09-10
7611,1206,Sur,228.0,30,
7612,1590,Occidente,-10.0,73,mal_fecha
7613,523,Occidente,218.0,13,2025-10-05
7614,451,Occidente,,23,
7615,1386,Sur,-10.0,57,
7616,1357,Sur,,31,2025-10-05
7617,590,Centro,223.0,51,
7618,545,Occidente,288.0,60,
7619,247,Sur,,7,mal_fecha
7620,742,Sur,374.0,39,
7621,764,Centro,-10.0,45,mal_fecha
7622,511,Occidente,,65,
7623,1532,Occidente,,64,
7624,1047,Occidente,-10.0,80,2026-04-09
7625,1223,Bajío,-10.0,41,
7626,691,Centro,,19,mal_fecha
7627,34,Norte,-10.0,63,2025-12-04
7628,965,Occidente,-10.0,17,2025-08-31
7629,871,Norte,-10.0,7,2026-02-10
7630,499,Occidente,,45,
7631,418,Norte,,51,mal_fecha
7632,1505,Norte,,35,
7633,1211,Norte,,65,2025-08-04
7634,26,Occidente,,60,2025-07-13
7635,1146,Occidente,,59,2025-10-22
7636,818,Norte,104.0,76,
7637,948,Norte,-10.0,7,mal_fecha
7638,1150,Occidente,-10.0,34,mal_fecha
7639,215,Sur,,51,
7640,162,Bajío,416.0,32,2026-05-31
7641,368,Occidente,73.0,28,
7642,998,Occidente,-10.0,16,
7643,1102,Centro,-10.0,32,
7644,1174,Centro,,78,
7645,709,Norte,447.0,54,
7646,762,Norte,,19,
7647,937,Centro,,52,
7648,1131,Occidente,-10.0,72,mal_fecha
7649,570,Bajío,-10.0,33,2025-07-25
7650,1311,Norte,146.0,42,
7651,1158,Sur,,8,2026-03-05
7652,10,Sur,,21,
7653,312,Centro,-10.0,78,mal_fecha
7654,1455,Sur,-10.0,23,mal_fecha
7655,110,Centro,251.0,11,
7656,1013,Centro,,19,2026-04-27
7657,439,Norte,34.0,7,mal_fecha
7658,551,Occidente,,45,2026-01-06
7659,156,Norte,-10.0,21,
7660,112,Occidente,484.0,35,2026-06-24
7661,1394,Sur,-10.0,34,2026-06-05
7662,191,Sur,,37,2025-08-17
7663,1078,Norte,251.0,78,mal_fecha
7664,310,Occidente,77.0,31,2025-08-09
7665,1022,Centro,,51,
7666,702,Bajío,,53,
7667,520,Norte,,54,
7668,1409,Norte,2.0,5,mal_fecha
7669,1156,Centro,,30,2025-11-08
7670,177,Norte,,42,mal_fecha
7671,1254,Occidente,-10.0,30,
7672,883,Centro,70.0,49,
7673,590,Sur,314.0,8,
7674,505,Occidente,251.0,21,2025-08-30
7675,312,Norte,-10.0,69,
7676,94,Occidente,,30,2025-11-01
7677,509,Centro,136.0,78,2025-07-10
7678,343,Occidente,229.0,28,
7679,96,Sur,,23,2026-02-12
7680,1594,Sur,247.0,43,
7681,1053,Centro,-10.0,54,mal_fecha
7682,118,Centro,-10.0,8,mal_fecha
7683,12,Centro,-10.0,52,
7684,698,Norte,,50,mal_fecha
7685,654,Occidente,,64,
7686,1265,Norte,-10.0,73,2025-08-23
7687,402,Norte,-10.0,48,
7688,192,Sur,-10.0,8,
7689,748,Occidente,,17,
7690,452,Norte,-10.0,31,mal_fecha
7691,1335,Norte,,55,
7692,1112,Bajío,,44,
7693,598,Bajío,-10.0,19,
7694,1288,Norte,,9,2025-10-17
7695,394,Centro,-10.0,6,
7696,1240,Bajío,11.0,8,
7697,967,Sur,105.0,73,2025-10-05
7698,1384,Centro,,58,mal_fecha
7699,633,Sur,313.0,69,
7700,1006,Occidente,361.0,24,mal_fecha
7701,616,Sur,-10.0,45,
7702,400,Sur,153.0,34,
7703,861,Sur,,40,
7704,1144,Bajío,,38,mal_fecha
7705,971,Sur,284.0,55,
7706,692,Centro,288.0,42,mal_fecha
7707,434,Occidente,114.0,40,mal_fecha
7708,620,Bajío,-10.0,57,
7709,507,Norte,,52,
7710,514,Bajío,,76,
7711,745,Occidente,221.0,37,2026-01-11
7712,1285,Sur,,11,
7713,1282,Bajío,,51,2025-08-30
7714,721,Occidente,-10.0,46,
7715,886,Norte,-10.0,42,
7716,1382,Sur,365.0,33,2026-04-10
7717,126,Centro,180.0,76,mal_fecha
7718,603,Bajío,-10.0,77,
7719,1052,Sur,-10.0,6,mal_fecha
7720,522,Sur,281.0,56,mal_fecha
7721,1485,Norte,71.0,80,
7722,1372,Bajío,-10.0,39,
7723,1248,Occidente,-10.0,48,
7724,473,Centro,-10.0,61,mal_fecha
7725,955,Norte,73.0,71,
7726,231,Norte,-10.0,48,mal_fecha
7727,43,Centro,,61,mal_fecha
7728,589,Sur,,57,mal_fecha
7729,742,Bajío,,47,2025-11-02
7730,1099,Norte,-10.0,73,mal_fecha
7731,51,Norte,,18,
7732,1133,Bajío,237.0,25,mal_fecha
7733,294,Centro,,49,2026-05-29
7734,527,Centro,331.0,67,
7735,868,Bajío,151.0,68,mal_fecha
7736,784,Sur,,39,
7737,1165,Sur,,40,
7738,421,Occidente,,80,
7739,1097,Occidente,,15,
7740,1481,Norte,,23,2025-11-01
7741,1573,Centro,,55,mal_fecha
7742,607,Occidente,146.0,9,
7743,667,Norte,258.0,36,
7744,1311,Centro,-10.0,51,
7745,1343,Centro,,9,mal_fecha
7746,1222,Centro,,41,
7747,908,Occidente,477.0,42,
7748,579,Centro,,59,
7749,259,Centro,196.0,5,
7750,586,Bajío,45.0,60,mal_fecha
7751,432,Bajío,-10.0,31,
7752,958,Occidente,,45,
7753,319,Centro,450.0,19,mal_fecha
7754,267,Sur,-10.0,75,mal_fecha
7755,62,Occidente,-10.0,80,
7756,473,Centro,397.0,37,
7757,1062,Occidente,,55,
7758,108,Norte,102.0,27,mal_fecha
7759,776,Bajío,254.0,78,mal_fecha
7760,559,Occidente,-10.0,6,
7761,600,Occidente,,64,mal_fecha
7762,1578,Centro,-10.0,74,
7763,1122,Occidente,,18,
7764,1460,Centro,,12,
7765,489,Centro,,35,2025-12-07
7766,986,Centro,,63,
7767,122,Bajío,-10.0,23,2026-01-29
7768,465,Centro,,20,mal_fecha
7769,895,Bajío,482.0,75,
7770,492,Sur,-10.0,54,2025-10-09
7771,958,Centro,98.0,9,2026-02-04
7772,151,Sur,-10.0,49,2025-09-10
7773,635,Sur,-10.0,69,
7774,469,Sur,,61,
7775,1392,Bajío,137.0,43,mal_fecha
7776,283,Bajío,-10.0,37,
7777,1160,Bajío,-10.0,29,
7778,517,Norte,-10.0,40,
7779,1583,Centro,,50,
7780,1277,Bajío,-10.0,34,mal_fecha
7781,526,Norte,-10.0,11,2025-11-13
7782,1148,Sur,82.0,53,mal_fecha
7783,1335,Bajío,-10.0,58,2025-08-13
7784,967,Occidente,143.0,42,2025-12-13
7785,27,Centro,-10.0,47,
7786,1477,Occidente,267.0,8,
7787,756,Occidente,,58,
7788,396,Bajío,479.0,56,
7789,1215,Bajío,-10.0,36,
7790,792,Occidente,301.0,59,
7791,985,Bajío,,54,mal_fecha
7792,45,Occidente,,35,mal_fecha
7793,1331,Sur,470.0,57,
7794,1525,Centro,,51,2025-10-07
7795,60,Bajío,-10.0,34,2025-09-12
7796,1511,Sur,-10.0,16,
7797,164,Norte,-10.0,51,
7798,122,Sur,488.0,40,mal_fecha
7799,67,Bajío,,24,2026-01-18
7800,1571,Norte,157.0,13,2025-10-08
7801,803,Centro,,47,mal_fecha
7802,653,Bajío,225.0,78,
7803,1100,Bajío,-10.0,57,mal_fecha
7804,1135,Occidente,-10.0,15,mal_fecha
7805,778,Norte,,25,
7806,576,Bajío,,35,
7807,1174,Occidente,-10.0,76,2025-10-09
7808,1568,Bajío,-10.0,24,
7809,1335,Centro,320.0,76,
7810,243,Norte,-10.0,33,mal_fecha
7811,992,Occidente,-10.0,22,
7812,1390,Occidente,-10.0,55,2025-10-06
7813,549,Sur,,43,2025-09-15
7814,1549,Centro,,64,mal_fecha
7815,728,Norte,467.0,78,
7816,571,Bajío,-10.0,26,
7817,89,Norte,377.0,20,2025-09-11
7818,524,Norte,9.0,27,mal_fecha
7819,25,Centro,-10.0,17,2026-03-03
7820,1495,Sur,-10.0,50,2026-03-04
7821,365,Occidente,467.0,50,
7822,237,Sur,,63,
7823,1031,Sur,-10.0,46,
7824,147,Norte,120.0,62,2025-12-28
7825,34,Occidente,,37,
7826,200,Centro,,41,
7827,471,Sur,-10.0,68,
7828,1202,Sur,-10.0,18,
7829,948,Occidente,231.0,66,
7830,1570,Occidente,,10,
7831,1223,Centro,-10.0,37,2026-04-25
7832,1111,Norte,,38,
7833,286,Centro,,73,
7834,994,Occidente,-10.0,39,
7835,700,Norte,-10.0,11,2026-05-16
7836,941,Occidente,9.0,8,mal_fecha
7837,1502,Centro,-10.0,75,
7838,1419,Bajío,-10.0,58,2026-01-19
7839,550,Centro,223.0,54,2026-06-29
7840,624,Norte,,46,mal_fecha
7841,1469,Bajío,10.0,74,mal_fecha
7842,1299,Centro,,10,mal_fecha
7843,352,Occidente,284.0,60,mal_fecha
7844,1105,Occidente,,67,
7845,1395,Centro,-10.0,65,mal_fecha
7846,742,Centro,,51,mal_fecha
7847,1369,Sur,106.0,16,2025-10-25
7848,596,Occidente,421.0,61,
7849,850,Centro,,14,2026-02-01
7850,1141,Bajío,422.0,37,
7851,1562,Sur,427.0,78,
7852,928,Bajío,,6,2026-03-18
7853,474,Sur,,75,2026-01-18
7854,1327,Occidente,-10.0,18,
7855,1515,Bajío,-10.0,76,
7856,1077,Sur,,16,
7857,13,Sur,152.0,7,
7858,1575,Norte,-10.0,66,
7859,1055,Norte,-10.0,31,mal_fecha
7860,513,Norte,-10.0,9,
7861,337,Norte,,38,
7862,298,Bajío,151.0,14,
7863,53,Sur,,44,mal_fecha
7864,29,Norte,,74,2025-07-22
7865,1251,Norte,,63,
7866,50,Bajío,323.0,55,
7867,1160,Occidente,256.0,42,mal_fecha
7868,866,Norte,-10.0,68,
7869,166,Bajío,,73,2025-11-20
7870,113,Norte,,59,
7871,948,Norte,375.0,30,mal_fecha
7872,760,Bajío,-10.0,16,
7873,183,Norte,,66,
7874,443,Sur,485.0,26,2026-06-01
7875,174,Occidente,-10.0,26,
7876,960,Sur,-10.0,48,
7877,602,Sur,107.0,12,
7878,1202,Norte,,16,mal_fecha
7879,721,Sur,,33,
7880,1288,Sur,10.0,64,2026-03-17
7881,827,Bajío,,5,2025-09-14
7882,811,Sur,,68,
7883,811,Norte,159.0,18,
7884,1247,Bajío,-10.0,21,
7885,370,Centro,405.0,51,
7886,1196,Bajío,,36,2025-10-28
7887,1477,Norte,-10.0,49,
7888,1360,Occidente,,24,
7889,1145,Norte,-10.0,19,2025-08-05
7890,1378,Norte,-10.0,46,
7891,569,Occidente,-10.0,17,
7892,1194,Sur,,48,2025-09-07
7893,826,Occidente,120.0,6,2026-03-15
7894,338,Occidente,-10.0,47,mal_fecha
7895,1506,Sur,115.0,48,mal_fecha
7896,1126,Norte,,11,
7897,1567,Centro,,55,mal_fecha
7898,587,Norte,,55,
7899,953,Norte,,38,mal_fecha
7900,154,Norte,268.0,60,
7901,288,Occidente,136.0,28,mal_fecha
7902,826,Bajío,-10.0,32,2025-07-26
7903,1413,Norte,142.0,15,2026-05-07
7904,379,Bajío,129.0,55,mal_fecha
7905,683,Centro,,59,mal_fecha
7906,1020,Sur,-10.0,48,
7907,1041,Bajío,369.0,80,2025-11-29
7908,1328,Bajío,491.0,10,mal_fecha
7909,1495,Occidente,14.0,32,mal_fecha
7910,385,Occidente,,51,
7911,512,Centro,-10.0,77,2026-05-22
7912,147,Centro,,39,
7913,1105,Sur,-10.0,17,
7914,265,Occidente,,41,2026-04-08
7915,627,Centro,,53,mal_fecha
7916,335,Norte,-10.0,16,
7917,57,Centro,-10.0,73,
7918,604,Bajío,-10.0,22,mal_fecha
7919,988,Centro,241.0,49,2025-11-22
7920,1321,Sur,-10.0,7,2026-05-24
7921,713,Centro,-10.0,40,mal_fecha
7922,697,Centro,-10.0,29,
7923,1067,Sur,-10.0,62,
7924,983,Bajío,-10.0,45,
7925,984,Centro,,37,
7926,115,Bajío,361.0,36,2025-12-28
7927,1551,Sur,,26,2026-03-23
7928,172,Norte,-10.0,52,mal_fecha
7929,1003,Centro,-10.0,35,mal_fecha
7930,185,Occidente,,53,
7931,545,Sur,354.0,48,mal_fecha
7932,1571,Bajío,,63,
7933,1290,Occidente,-10.0,8,
7934,1226,Sur,,52,
7935,984,Occidente,95.0,47,mal_fecha
7936,719,Bajío,345.0,61,
7937,893,Centro,-10.0,59,2026-05-17
7938,1565,Occidente,,24,mal_fecha
7939,882,Centro,222.0,73,2026-03-10
7940,892,Norte,187.0,77,
7941,1570,Norte,32.0,58,2025-12-10
7942,107,Bajío,,35,
7943,1522,Bajío,-10.0,53,
7944,986,Occidente,167.0,46,2025-10-11
7945,918,Bajío,,64,
7946,1402,Sur,178.0,16,2025-12-20
7947,38,Norte,493.0,19,
7948,496,Bajío,-10.0,64,2025-12-05
7949,1044,Norte,-10.0,78,
7950,407,Norte,-10.0,73,2026-03-05
7951,1352,Bajío,131.0,9,2026-07-06
7952,269,Bajío,-10.0,61,
7953,563,Occidente,-10.0,70,2026-02-18
7954,326,Sur,-10.0,24,mal_fecha
7955,1505,Norte,284.0,53,
7956,731,Bajío,,62,2025-09-28
7957,683,Centro,-10.0,58,mal_fecha
7958,361,Bajío,,64,2025-09-04
7959,1244,Bajío,168.0,5,mal_fecha
7960,669,Sur,-10.0,67,mal_fecha
7961,905,Sur,,28,mal_fecha
7962,401,Occidente,,8,mal_fecha
7963,674,Occidente,,46,
7964,689,Norte,125.0,39,2025-12-16
7965,747,Sur,-10.0,48,
7966,408,Centro,-10.0,9,
7967,909,Centro,-10.0,72,
7968,989,Occidente,78.0,57,
7969,630,Sur,413.0,19,mal_fecha
7970,909,Centro,,31,mal_fecha
7971,1066,Centro,-10.0,15,2025-09-22
7972,1013,Norte,,73,
7973,134,Bajío,-10.0,35,
7974,635,Centro,-10.0,73,
7975,1355,Sur,241.0,48,2025-11-28
7976,421,Bajío,-10.0,41,mal_fecha
7977,1118,Bajío,,21,2025-07-31
7978,648,Occidente,,49,mal_fecha
7979,348,Bajío,-10.0,10,mal_fecha
7980,1211,Sur,263.0,48,
7981,859,Centro,,41,
7982,107,Sur,,54,2026-04-02
7983,240,Occidente,-10.0,58,
7984,751,Sur,95.0,45,2025-08-01
7985,1236,Norte,,14,mal_fecha
7986,993,Centro,-10.0,74,2025-08-22
7987,1148,Norte,-10.0,8,2026-05-14
7988,1120,Centro,195.0,31,
7989,209,Bajío,-10.0,38,mal_fecha
7990,226,Norte,,65,2025-07-07
7991,934,Centro,283.0,32,mal_fecha
7992,198,Centro,,29,
7993,1432,Occidente,,76,2026-06-21
7994,783,Sur,-10.0,28,2025-07-15
7995,1135,Bajío,273.0,47,
7996,714,Norte,-10.0,76,
7997,1189,Sur,,25,
7998,1208,Norte,,78,2025-12-12
7999,245,Norte,424.0,45,2026-05-14
8000,755,Occidente,32.0,55,
8001,814,Centro,,53,
8002,638,Norte,-10.0,59,mal_fecha
8003,1154,Norte,,40,
8004,1107,Bajío,,12,
8005,753,Bajío,437.0,27,
8006,455,Occidente,,74,mal_fecha
8007,1037,Occidente,10.0,12,
8008,1196,Sur,-10.0,7,
8009,114,Bajío,-10.0,7,mal_fecha
8010,161,Bajío,,37,
8011,1191,Centro,,69,
8012,448,Norte,,73,mal_fecha
8013,480,Norte,-10.0,5,mal_fecha
8014,743,Norte,,76,2026-01-02
8015,114,Centro,-10.0,54,
8016,1158,Occidente,281.0,73,2025-09-27
8017,1293,Occidente,,58,2026-04-18
8018,424,Sur,-10.0,35,
8019,1355,Occidente,-10.0,79,
8020,911,Norte,408.0,67,
8021,66,Sur,-10.0,6,2025-11-02
8022,1412,Sur,-10.0,76,2025-10-10
8023,269,Bajío,115.0,60,
8024,1431,Norte,,50,
8025,1279,Norte,,51,
8026,998,Centro,31.0,66,2025-08-19
8027,833,Centro,,78,
8028,1487,Bajío,-10.0,33,
8029,1257,Centro,-10.0,14,2025-09-03
8030,427,Centro,,63,2025-10-06
8031,376,Sur,444.0,68,2025-08-19
8032,841,Occidente,140.0,20,2025-11-25
8033,649,Bajío,151.0,13,
8034,71,Centro,,26,mal_fecha
8035,720,Occidente,186.0,58,mal_fecha
8036,165,Bajío,393.0,66,
8037,1337,Occidente,-10.0,48,
8038,315,Sur,-10.0,45,
8039,76,Bajío,374.0,50,2025-09-27
8040,1158,Occidente,125.0,10,
8041,675,Sur,147.0,23,
8042,787,Sur,,7,
8043,949,Sur,277.0,29,
8044,964,Sur,90.0,50,mal_fecha
8045,1111,Sur,24.0,8,
8046,1323,Norte,487.0,37,mal_fecha
8047,306,Sur,-10.0,73,
8048,644,Sur,-10.0,47,2026-03-25
8049,711,Bajío,,49,
8050,52,Sur,437.0,7,mal_fecha
8051,1291,Bajío,-10.0,77,2026-06-16
8052,1006,Centro,,61,
8053,353,Centro,,60,
8054,1169,Sur,-10.0,24,mal_fecha
8055,208,Occidente,,43,
8056,174,Sur,,7,mal_fecha
8057,995,Bajío,-10.0,68,mal_fecha
8058,575,Norte,-10.0,24,mal_fecha
8059,884,Centro,-10.0,45,mal_fecha
8060,72,Occidente,160.0,14,2025-12-08
8061,253,Occidente,,70,
8062,634,Sur,121.0,14,
8063,182,Norte,-10.0,16,2025-12-22
8064,453,Bajío,,59,
8065,100,Sur,187.0,41,mal_fecha
8066,41,Sur,-10.0,79,
8067,537,Bajío,,58,mal_fecha
8068,1264,Norte,,34,
8069,1161,Bajío,,73,
8070,975,Sur,427.0,64,
8071,1480,Bajío,189.0,59,mal_fecha
8072,572,Sur,,51,2025-07-17
8073,1116,Sur,206.0,34,
8074,463,Norte,,77,2025-07-20
8075,1571,Occidente,-10.0,66,
8076,1094,Bajío,,49,2025-08-07
8077,1506,Sur,207.0,70,
8078,906,Occidente,,77,2026-04-16
8079,917,Sur,500.0,59,
8080,1118,Occidente,-10.0,72,
8081,1450,Norte,472.0,33,
8082,939,Sur,-10.0,67,
8083,1,Bajío,,27,
8084,239,Sur,-10.0,13,
8085,1337,Centro,-10.0,42,
8086,910,Occidente,288.0,8,2025-12-06
8087,107,Norte,-10.0,38,
8088,908,Bajío,-10.0,34,2026-02-20
8089,173,Bajío,-10.0,48,2026-05-01
8090,619,Occidente,-10.0,59,
8091,187,Sur,-10.0,28,
8092,1162,Norte,265.0,37,
8093,1364,Norte,-10.0,38,2026-03-10
8094,680,Bajío,108.0,69,
8095,1373,Bajío,-10.0,22,
8096,593,Norte,,45,mal_fecha
8097,364,Norte,-10.0,67,
8098,1420,Bajío,,25,
8099,390,Centro,,40,2026-04-21
8100,1405,Sur,122.0,70,mal_fecha
8101,1562,Occidente,,56,mal_fecha
8102,701,Norte,-10.0,6,2025-07-21
8103,1084,Sur,469.0,54,mal_fecha
8104,379,Norte,-10.0,36,mal_fecha
8105,99,Centro,-10.0,19,2026-03-19
8106,917,Centro,,56,
8107,1227,Sur,388.0,25,2026-04-24
8108,1429,Norte,,63,
8109,205,Occidente,118.0,77,mal_fecha
8110,184,Norte,-10.0,10,2025-08-03
8111,1268,Centro,-10.0,40,
8112,1433,Occidente,-10.0,6,
8113,194,Centro,-10.0,76,mal_fecha
8114,226,Norte,321.0,30,
8115,377,Bajío,354.0,32,mal_fecha
8116,1461,Bajío,112.0,76,
8117,655,Centro,487.0,31,2026-01-11
8118,1307,Centro,-10.0,47,mal_fecha
8119,1227,Norte,-10.0,73,
8120,1108,Centro,-10.0,40,
8121,389,Sur,-10.0,76,mal_fecha
8122,496,Bajío,306.0,18,
8123,841,Sur,,45,2025-12-12
8124,994,Norte,,14,
8125,538,Bajío,-10.0,30,
8126,392,Sur,368.0,32,mal_fecha
8127,1475,Norte,,41,mal_fecha
8128,106,Bajío,,7,mal_fecha
8129,657,Sur,-10.0,52,2026-03-03
8130,1541,Norte,-10.0,39,2026-05-04
8131,880,Norte,434.0,42,
8132,684,Centro,,27,
8133,685,Bajío,68.0,19,2026-01-28
8134,947,Norte,,49,
8135,1269,Occidente,173.0,54,2026-02-01
8136,314,Norte,-10.0,27,2026-02-07
8137,1507,Centro,,48,2025-08-27
8138,1371,Centro,-10.0,28,
8139,1122,Norte,,22,
8140,1411,Norte,182.0,7,
8141,402,Norte,247.0,68,
8142,23,Sur,279.0,48,
8143,1320,Sur,,9,2025-10-10
8144,417,Sur,,25,mal_fecha
8145,1058,Occidente,374.0,54,
8146,787,Centro,,7,2025-09-07
8147,1458,Bajío,,72,
8148,899,Centro,384.0,51,mal_fecha
8149,1278,Bajío,184.0,5,2025-11-22
8150,722,Sur,,43,2026-01-29
8151,1551,Bajío,,34,
8152,1136,Bajío,,8,
8153,898,Occidente,14.0,15,2026-01-26
8154,1075,Bajío,-10.0,35,
8155,669,Centro,,16,
8156,587,Bajío,72.0,40,2025-10-07
8157,566,Norte,,13,
8158,870,Centro,-10.0,23,2025-08-09
8159,933,Sur,78.0,41,
8160,347,Bajío,209.0,39,2026-01-12
8161,1224,Norte,247.0,72,2026-01-18
8162,602,Bajío,215.0,56,
8163,212,Norte,,50,2025-07-23
8164,830,Norte,203.0,17,mal_fecha
8165,282,Centro,385.0,6,2026-01-02
8166,1411,Norte,,35,
8167,778,Bajío,431.0,45,
8168,1461,Centro,319.0,50,
8169,62,Sur,,22,
8170,641,Bajío,-10.0,68,
8171,58,Bajío,,62,
8172,190,Sur,396.0,71,
8173,134,Norte,229.0,61,
8174,543,Sur,141.0,34,mal_fecha
8175,724,Centro,,38,2025-12-04
